canonical_smiles,molregno,standard_relation,standard_value,standard_units
CC(=O)N1CCN(CC1)c2ccc(NC(=O)c3oc(Nc4ccccc4F)nn3)cc2,1346113,,6200.000000000000000000000000000000,nM
COc1cc(Nc2ncnc(Nc3c(Cl)ccc4OCOc34)n2)cc(OC)c1OC,425627,,6200.000000000000000000000000000000,nM
CN1CCN(CC1)S(=O)(=O)c2ccc(c3cnc(N)c(n3)C(=O)Nc4cccnc4)c(c2)C(F)(F)F,1437937,,6200.000000000000000000000000000000,nM
C[C@@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)C,438143,,6200.000000000000000000000000000000,nM
CC(=O)N1CCN(CC1)c2ccc(OCC3COC(Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2,255904,,6200.000000000000000000000000000000,nM
Cc1ccc(cc1)c2oc(nn2)c3ccccc3,868655,,6200.000000000000000000000000000000,nM
CCOC(=O)C1=NN(C(=O)c2c(N)scc12)c3ccccc3,470916,,6200.000000000000000000000000000000,nM
O=C1C=C(Nc2ccccc12)c3ccc4OCOc4c3,1524788,,6200.000000000000000000000000000000,nM
Fc1ccc(Nc2nccc(Nc3c(Cl)ccc4OCOc34)n2)cc1,425532,,6200.000000000000000000000000000000,nM
O=C(Nc1ccc(nc1)N2CCOCC2)c3oc(Nc4cccc(OCc5ccccn5)c4)nn3,1346268,,6300.000000000000000000000000000000,nM
NS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1,115177,,6500.000000000000000000000000000000,nM
Cc1nc2ccccn2c1c3ccnc(Nc4cccc(Cl)c4)n3,114402,,6500.000000000000000000000000000000,nM
COc1cc2ncc(C(=O)N)c(Nc3ccc(C)cc3F)c2cc1OC,474140,,6500.000000000000000000000000000000,nM
Fc1ccc(cc1)C(=O)N2CCC(CC2)C(=O)c3ccc(Cl)cc3,969521,,6500.000000000000000000000000000000,nM
CCCCC(CC)CNC(=O)c1ccc2c(c1)c(Cc3ccc(cc3OC)C(=O)NS(=O)(=O)c4ccccc4C)cn2C,217110,,6500.000000000000000000000000000000,nM
CC(C)(C)NS(=O)(=O)c1cncc(c1)c2ccc3nc(NC(=O)NCC(=O)N4CCCC4)nn3c2,1353122,,6600.000000000000000000000000000000,nM
Nc1ccccc1NC(=O)c2ccc(cc2)C3CCN(Cc4ccc(cc4)C(=O)NC5CC5)CC3,427769,,6600.000000000000000000000000000000,nM
COc1cc2ncnc(Oc3cnn(CC(=O)Nc4ccc(cn4)N(C)C)c3)c2cc1OC,1274958,,6600.000000000000000000000000000000,nM
Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4ccccc4)c1,1174463,,6600.000000000000000000000000000000,nM
O=S(=O)(Cc1onc(c1)c2ccccc2)c3ccccc3,1004627,,6600.000000000000000000000000000000,nM
Oc1cccc2ccc(nc12)C(=O)Nc3ccccc3,1277263,,6600.000000000000000000000000000000,nM
CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4[nH]ncc34)n2)c1,699122,,6800.000000000000000000000000000000,nM
COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)C(CO)CO,1166758,,6800.000000000000000000000000000000,nM
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN4CCCCC4,1383172,,6800.000000000000000000000000000000,nM
CC(C)C(=O)Nc1ccc(cc1)c2sc3N(Cc4c(F)cccc4F)C=C(C(=O)c5ccccc5)C(=O)c3c2CN(C)Cc6ccccc6,351150,,6800.000000000000000000000000000000,nM
COc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1OC,713598,,6800.000000000000000000000000000000,nM
Cc1cc(Nc2ncnc3[nH]nc(OCCN4CCC(O)CC4)c23)ccc1OCc5cccc(F)c5,437512,,6800.000000000000000000000000000000,nM
COc1cc(Nc2cc(Oc3ccc(C)nc3C)ccn2)cc(OC)c1OC,573082,,6800.000000000000000000000000000000,nM
CC(C)(C)OC(=O)N1CCN(CC1)c2ncc(OCc3ccncc3S(=O)(=O)C)cn2,1364336,,6900.000000000000000000000000000000,nM
CCN1N=C(Cn2c1nc3ccccc23)c4ccccc4,880726,,6900.000000000000000000000000000000,nM
CCCCCCCCc1ccc(NC(=O)[C@H]2NCC[C@@H]2O)cc1,572248,,6900.000000000000000000000000000000,nM
CC(C)(C)OC(=O)N1C[C@@H]2CC[C@H]1CN2c3ncc(OCc4ccc(cc4)S(=O)(=O)C)cn3,1364322,,7100.000000000000000000000000000000,nM
O=C1C=C(OC(=C1)c2cccc3Sc4ccccc4Sc23)N5CCOCC5,372228,,7100.000000000000000000000000000000,nM
CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4ccc(OC)cc34)cc2OC)cn1,1338494,,7100.000000000000000000000000000000,nM
Oc1cc(ccc1NC(=O)CN2CCOCC2)c3cccc4C(=O)C=C(Oc34)N5CCOCC5,1068051,,7200.000000000000000000000000000000,nM
COCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4cccnn34)cc1,513724,,7200.000000000000000000000000000000,nM
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC,88936,,7200.000000000000000000000000000000,nM
OC[C@H]1C[C@H]([C@H](O)[C@@H]1O)n2nnc3c(N[C@@H]4C[C@H]4c5ccc(F)c(F)c5)nc(SCCC(F)(F)F)nc23,416771,,7200.000000000000000000000000000000,nM
COc1ccc(NC(=O)C2=CC=CN(CC=C(C)C)C2=O)cc1,853401,,7200.000000000000000000000000000000,nM
Cc1cc(C)cc(c1)c2[nH]c3sc(cc3c2CCN4CCC(CC4)N5CCOCC5)C(C)(C)C(=O)N6C7CCC6CC7,417891,,7200.000000000000000000000000000000,nM
Cc1cc(NC(=O)Nc2cccc(c2)c3ncn(C)c3c4cc5c(N)ncnc5s4)on1,612128,,7200.000000000000000000000000000000,nM
CS(=O)(=O)Nc1cccc(Nc2nccc(Nc3c(Cl)ccc4OCOc34)n2)c1,495023,,7200.000000000000000000000000000000,nM
O=C(Nc1nc2C(=O)NC=Nc2s1)c3ccccc3,1296533,,7400.000000000000000000000000000000,nM
COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OCCN(C)Cc3ccccc3)C,407549,,7400.000000000000000000000000000000,nM
CCc1c[nH]nc1NC(=O)Cc2ccc(Oc3ccnc4cc(OC)ccc34)cc2OC,1338863,,7400.000000000000000000000000000000,nM
CC(O)(C(=O)Nc1ccc2c(c1)c3ccccc3S2(=O)=O)C(F)(F)F,235607,,7600.000000000000000000000000000000,nM
C[C@@H](Oc1cccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c12)C(=O)N5CCOCC5,438092,,7600.000000000000000000000000000000,nM
OCC(=O)N1CCC(CC1)c2[nH]nc(c3ccc(Cl)cc3F)c2c4ccncn4,1037716,,7800.000000000000000000000000000000,nM
OC(=O)c1ccccc1Cn2nnc(n2)c3cccc(OCc4ccc5ccccc5n4)c3,22477,,7800.000000000000000000000000000000,nM
COc1ccc(cc1OC)S(=O)(=O)Nc2ccc(\C=C\C(=O)Nc3ccccc3N)cc2,246414,,7800.000000000000000000000000000000,nM
CCc1cc(OCc2ccc(cc2)c3ccccc3c4nn[nH]n4)c5ccccc5n1,46375,,7800.000000000000000000000000000000,nM
Fc1ccc(Nc2ncnc3ccccc23)cc1Cl,1076157,,7800.000000000000000000000000000000,nM
Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(Cl)cc3Cl,644635,,7800.000000000000000000000000000000,nM
CN(c1cccc(c1)C(=O)Nc2ccc(C)c(NC(=O)c3ccc4ncccc4c3)c2)S(=O)(=O)C,450347,,7900.000000000000000000000000000000,nM
Oc1ccc(cc1)c2nc3ccccc3s2,68871,,7900.000000000000000000000000000000,nM
C[C@H](CO)Nc1nc(SCc2ccccc2F)nc3NC(=O)Sc13,437627,,8100.000000000000000000000000000000,nM
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(N)sc13,395324,,8100.000000000000000000000000000000,nM
CN([C@H]1CCN(Cc2ccc(cc2)C(F)(F)F)C[C@H]1F)C(=O)Cc3ccc(cc3)n4cnnn4,1331887,,8100.000000000000000000000000000000,nM
O=C(CCc1ccncc1)Nc2ccc(cc2)C(=O)c3ccccc3,193921,,8100.000000000000000000000000000000,nM
COC1=C(C(=O)c2ccccc2C1=O)c3ccccc3,910243,,8100.000000000000000000000000000000,nM
Nc1nc(cc(C2CCCNC2)c1C#N)c3c(O)cccc3OCC4CC4,306661,,8100.000000000000000000000000000000,nM
C[C@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5cccc(F)c5)c3)c12)C(=O)N(C)C,424660,,8100.000000000000000000000000000000,nM
CN1CCN(CC1)c2ccc3nc([nH]c3c2)C4=C(N)c5c(F)cccc5NC4=O,494834,,8300.000000000000000000000000000000,nM
CC(C)n1c2ccccc2c3c(C)c(NC(=O)N4CCOCC4)ccc13,194424,,8300.000000000000000000000000000000,nM
COc1ccc2c(Oc3ccc(CC(=O)Nc4n[nH]c(C)c4C)c(OC)c3)ccnc2c1,1338862,,8300.000000000000000000000000000000,nM
O[C@]1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NCc5ccnc6ccccc56)cc3,1275132,,8300.000000000000000000000000000000,nM
CCc1ccc(NC(=O)c2ccc3cc(ccc3c2)C(=N)N)cc1,181098,,8500.000000000000000000000000000000,nM
CC(=O)N1CCN(CC1)c2ccc(Nc3nccc(n3)c4cnc5ccccn45)cc2,1166893,,8500.000000000000000000000000000000,nM
CC(C)Oc1cc(O[C@H](C)Cc2ccccc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,346550,,8500.000000000000000000000000000000,nM
CCc1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)ccc34)cc2OC)n[nH]1,1338865,,8500.000000000000000000000000000000,nM
COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N([C@@H]4CC[C@H](CC4)OCCO)C2=O,696704,,8700.000000000000000000000000000000,nM
CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)N4CC[C@H](C4)NC(=O)C)ncc2F,490329,,8700.000000000000000000000000000000,nM
Nc1nccc(\C=C\c2ccc(Cl)cc2)n1,796921,,8700.000000000000000000000000000000,nM
Cc1ccc(Oc2ccc(cc2)C(=O)NCc3ccncc3)cc1,851342,,8700.000000000000000000000000000000,nM
Clc1ccc(cc1)C2(CCCC2)C(=O)Nc3oc(nn3)C(=O)Nc4ccc(cc4)N5CCOCC5,1346276,,8700.000000000000000000000000000000,nM
Clc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)N3CCC(CC3)c4ccncc4,112485,,8700.000000000000000000000000000000,nM
O=C(NC1CCCC1)C2CCCN(C2)S(=O)(=O)c3cccc4cccnc34,1022237,,8700.000000000000000000000000000000,nM
C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5cscn5)c3)c12)C(=O)N,424665,,8700.000000000000000000000000000000,nM
OCCn1cc(cn1)c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2,1322310,,8900.000000000000000000000000000000,nM
C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)C(=O)OC(C)(C)C#N,1364341,,8900.000000000000000000000000000000,nM
CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N4CCN(CC4)S(=O)(=O)C)n2,490121,,8900.000000000000000000000000000000,nM
CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3ccccc3)N4CCOCC4,1519894,,8900.000000000000000000000000000000,nM
CCN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)S(=O)(=O)C,1331873,,8900.000000000000000000000000000000,nM
Cc1ccc(CNC(=O)C2CCCN2S(=O)(=O)c3ccc(F)cc3)cc1,1236912,,8900.000000000000000000000000000000,nM
CN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCOCC4)n1)c5cccc6[nH]ncc56,709094,,8900.000000000000000000000000000000,nM
COc1cc(ccc1Nc2ncc(c(n2)c3cnc4ccccn34)C(F)(F)F)N5CCN(CC5)C(=O)C,1166898,,8900.000000000000000000000000000000,nM
COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OC4CCN(CC(=O)N)CC4,359168,,8900.000000000000000000000000000000,nM
C[C@@H](CN(C)C(=O)CO)Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,413939,,8900.000000000000000000000000000000,nM
O=C(NCc1ccncc1)c2ccc(OCc3ccccc3)cc2,1084536,,8900.000000000000000000000000000000,nM
COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1CC(=O)Nc4cn(C)nc4C,1338867,,8900.000000000000000000000000000000,nM
Fc1ccc(CC2=NNC(=O)c3ccccc23)cc1N4C(=O)CCC4=O,325393,,9100.000000000000000000000000000000,nM
CN([C@@H]1CCN(Cc2nc3ccccc3s2)C[C@@H]1F)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1331895,,9100.000000000000000000000000000000,nM
CCNC(=O)c1ccc(CN2CCC(CC2)c3ccc(cc3)C(=O)Nc4ccccc4N)cc1,427715,,9100.000000000000000000000000000000,nM
Cc1csc(NC(=O)c2cc(Sc3nncn3C)ccc2N)n1,457866,,9100.000000000000000000000000000000,nM
CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@H](CO)[C@@H](O)[C@H]5O)c4n1,416760,,9100.000000000000000000000000000000,nM
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4,6914,,9100.000000000000000000000000000000,nM
Cc1cccc(CNC(=O)N(CC=C)C2CCN(CCC(c3ccccc3)c4ccccc4)CC2)c1,305213,,9100.000000000000000000000000000000,nM
CC(C)Oc1cc(O[C@@H](C)Cc2ccccc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,346546,,9100.000000000000000000000000000000,nM
CS(=O)(=O)Cc1cc(nc(n1)c2ccc3[nH]ccc3c2)N4CCOCC4,1342490,,9300.000000000000000000000000000000,nM
C[C@@H](CO)Oc1cc(Oc2ccc(cc2)S(=O)(=O)C)cc(c1)C(=O)Nc3nccs3,554884,,9300.000000000000000000000000000000,nM
CNc1ncnc2c(CNc3cc(NC(=O)c4ccc5OCCOc5c4)ccc3C)cccc12,706601,,9300.000000000000000000000000000000,nM
Cc1cc(C)c(N2C(=O)CC(Sc3ccccc3N)C2=O)c(C)c1,1216383,,9300.000000000000000000000000000000,nM
Cc1ccc(cc1)C(=O)N2CCC(CC2)C(=O)c3c(C)cc(C)cc3C,796504,,9300.000000000000000000000000000000,nM
COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,715901,,9300.000000000000000000000000000000,nM
CN(C)S(=O)(=O)n1c2ccccc2c3cc(NC(=O)CCc4ccncc4)ccc13,193805,,9500.000000000000000000000000000000,nM
CN(C)CCSc1nc2ccc(Br)cc2cc1c3ccccc3,653275,,9500.000000000000000000000000000000,nM
CN1C(=O)C=C(c2cccc(Cl)c2)c3cc(ccc13)C(N)(c4ccc(Cl)cc4)c5cncn5C,322622,,9500.000000000000000000000000000000,nM
COc1cccc(c1)C(=O)NCCN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,1430508,,9500.000000000000000000000000000000,nM
CN(C1CCN(Cc2nc3CCCCc3s2)CC1)C(=O)Cc4ccc(cc4)n5cnnn5,1331886,,9800.000000000000000000000000000000,nM
CNC(=O)c1ccc(Nc2nccc(n2)c3cnc(C4CC4)n3C(C)C)cc1,453103,,9800.000000000000000000000000000000,nM
O=C(CCc1ccccc1)c2ccccc2,462271,,9800.000000000000000000000000000000,nM
Cc1ccc(cc1)c2nn(c3ncnc(N)c23)C(C)(C)C,107975,,9800.000000000000000000000000000000,nM
COc1cc2c(NC(=O)Nc3c(Cl)cccc3Cl)ncnc2cc1OCC4CCN(C)CC4,361755,,10000.000000000000000000000000000000,nM
Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)NCc3ccccc3,885261,,10000.000000000000000000000000000000,nM
Cc1ccc(cc1)c2ccc(F)cc2COc3ccc(CCC(=O)O)cc3,1354295,,10000.000000000000000000000000000000,nM
COc1cc2ncc(C(=O)N)c(Nc3cccc(Cl)c3)c2cc1OC,473924,,10000.000000000000000000000000000000,nM
COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,341698,,10000.000000000000000000000000000000,nM
CC(C)Oc1cc(OCc2ccccc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,324510,,10000.000000000000000000000000000000,nM
COc1cc2ncnc(Nc3cc(NC(=O)c4ccccc4)ccc3Cl)c2cc1OC,310145,,10000.000000000000000000000000000000,nM
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CCCC[C@@H]4C(=O)N,345952,,10000.000000000000000000000000000000,nM
CNC(=O)c1ccc(Oc2ccc(C)cc2)cc1,1159335,,10000.000000000000000000000000000000,nM
CN(C1CCN(Cc2ccc(cc2)c3noc(C)n3)CC1)C(=O)Cc4ccc(cc4)n5cnnn5,1331884,,10200.000000000000000000000000000000,nM
C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc2ccc(C#N)c(c2)C(F)(F)F,102911,,10200.000000000000000000000000000000,nM
COc1cc2c(Nc3c(Cl)ccc4OCOc34)ncnc2cc1OCc5ccnc(c5)C#N,284151,,10200.000000000000000000000000000000,nM
COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1c2ncc([nH]2)c3ccc(cc3)c4ccc(cc4)c5cnc([nH]5)[C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C,1339281,,10200.000000000000000000000000000000,nM
COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,5582,,10500.000000000000000000000000000000,nM
CCOc1ccc2oc(C(=O)NC(CCSC)c3nc4cnccc4[nH]3)c(C)c2c1,1142777,,10500.000000000000000000000000000000,nM
Nc1ncnc2sc(nc12)c3c(ncn3CC4CCCCC4)c5ccccc5,612208,,10500.000000000000000000000000000000,nM
C[C@@H]1CN(CC2(CC2)C(=O)N)CCN1S(=O)(=O)c3ccc(cc3)C(C)(O)C(F)(F)F,458056,,10700.000000000000000000000000000000,nM
OC[C@H](O)CN1C(=O)[C@@H](Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,394057,,10700.000000000000000000000000000000,nM
COc1ccc2c(Oc3ccc(CC(=O)Nc4cn(C)nc4C)c(OC)c3)ccnc2c1,1338868,,10700.000000000000000000000000000000,nM
O=C(NCc1ccncc1)c2ccc(cc2)c3ccccc3,1159337,,10700.000000000000000000000000000000,nM
CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(Cl)cc3)n2,490119,,10700.000000000000000000000000000000,nM
CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)cc2)cn1,1275126,,10700.000000000000000000000000000000,nM
CN(C)C(=O)COc1cccc2ncnc(Nc3ccc4c(cnn4Cc5ccccn5)c3)c12,424657,,10700.000000000000000000000000000000,nM
COc1ccc2c(Oc3ccc(CC(=O)Nc4cnn(C)c4C)c(OC)c3)ccnc2c1,1338870,,10700.000000000000000000000000000000,nM
Cn1c2ccccc2c3cc(NC(=O)CCc4ccncc4)ccc13,193963,,11000.000000000000000000000000000000,nM
NC(=O)Nc1sc(cc1C(=O)N)c2ccc(OC(F)(F)F)cc2,448387,,11000.000000000000000000000000000000,nM
Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3cccc(OC(F)(F)F)c3,644712,,11000.000000000000000000000000000000,nM
Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4ccccc4F)c1,1174468,,11000.000000000000000000000000000000,nM
CCc1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)cc2OC)n[nH]1,1338864,,11000.000000000000000000000000000000,nM
CS(=O)(=O)Cc1cc(nc(n1)c2ccc(NS(=O)(=O)C)cc2)N3CCOCC3,1342504,,11200.000000000000000000000000000000,nM
COc1cnccc1COc2cnc(nc2)N3CCN(CC3)C(=O)OC(C)(C)C,1364333,,11200.000000000000000000000000000000,nM
CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc2ccccc2)C(=O)NO,188129,,11200.000000000000000000000000000000,nM
COCCN(C)C(=O)[C@@H](C)Oc1cccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c12,438000,,11200.000000000000000000000000000000,nM
COc1ccc(CNCc2ccc(cc2)c3cc(C(=O)N)c(NC(=O)N)s3)cc1,448391,,11500.000000000000000000000000000000,nM
FC(F)(F)c1nnc2ccc(nn12)N3CCN(Cc4ccc(cc4)C#N)CC3,1528790,,11500.000000000000000000000000000000,nM
CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c2cc3ccsc3[nH]2,367335,,11500.000000000000000000000000000000,nM
C[S+]([O-])CCN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,394025,,11500.000000000000000000000000000000,nM
COc1ccc(C)c(c1)N(C)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,1139821,,11500.000000000000000000000000000000,nM
CS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4ccoc34)n2)c1,709915,,11500.000000000000000000000000000000,nM
CC(C)(C)OC(=O)N1CCN(CC1)c2ncc(OCc3c(F)cncc3F)cn2,1364337,,11500.000000000000000000000000000000,nM
CN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCCC4)n1)c5cc(CO)ccc5C,1139830,,11500.000000000000000000000000000000,nM
O=C1OC(=Cc2ccccc12)c3ccccc3,1412104,,11500.000000000000000000000000000000,nM
Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(OC(F)(F)F)cc3,644819,,11500.000000000000000000000000000000,nM
Fc1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NCC#N,1428107,,11700.000000000000000000000000000000,nM
CC(=O)N(C1=C(NCCO)C(=O)c2ccccc2C1=O)c3cccc(Br)c3,588831,,11700.000000000000000000000000000000,nM
COc1ccc(Nc2cc(Nc3ccc(OCC(O)CN(C)C)cc3)ncn2)cc1,164611,,12000.000000000000000000000000000000,nM
Clc1cc(Nc2ncnc3[nH]nc(OCCN4CCCC4)c23)ccc1OCc5ccccn5,437318,,12000.000000000000000000000000000000,nM
CC(C)c1noc(n1)N2CCN([C@H](C)C2)c3ncc(OCc4ccncc4C#N)cn3,1364743,,12000.000000000000000000000000000000,nM
CNC(=O)c1cc(sc1NC(=O)N)c2ccccc2,448131,,12000.000000000000000000000000000000,nM
Cc1nc(Nc2ncc(s2)C(=O)Nc3c(C)cccc3Cl)cc(n1)N4CCN(CCO)CC4,361469,,12000.000000000000000000000000000000,nM
COc1ccc(Cl)cc1NC(=O)c2cnccn2,747369,,12000.000000000000000000000000000000,nM
Cc1ccccc1C[C@H](N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2)C(=O)O,1425312,,12300.000000000000000000000000000000,nM
CC(C)OC(=O)N1CCC(CC1)Oc2ncnc(Nc3ccc(nc3C)S(=O)(=O)C)c2C,1280005,,12300.000000000000000000000000000000,nM
CN1CCC(CC1)Oc2cccc3ncnc(Nc4ccc(OCc5cnccn5)c(Cl)c4)c23,327627,,12300.000000000000000000000000000000,nM
CN1C(CNC(=O)c2ccc(Cl)cc2)CN=C(c3ccccc3F)c4ccccc14,233638,,12300.000000000000000000000000000000,nM
OC[C@@H](O)CN1C(=O)[C@@H](Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,394059,,12300.000000000000000000000000000000,nM
C[C@H](CN(C)C(=O)CO)Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,413936,,12600.000000000000000000000000000000,nM
N(c1ccccc1)c2cc(Nc3ccccc3)[nH]n2,839778,,12600.000000000000000000000000000000,nM
Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(Cl)cc3,644780,,12600.000000000000000000000000000000,nM
CS(=O)(=O)Cc1cc(nc(n1)c2cccc3[nH]ccc23)N4CCOCC4,1342496,,12900.000000000000000000000000000000,nM
CN([C@@H]1CCN(Cc2ccc(cc2)C(F)(F)F)C[C@@H]1F)C(=O)Cc3ccc(cc3)S(=O)(=O)C,1331894,,12900.000000000000000000000000000000,nM
CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c2cc3ccccc3[nH]2,162549,,12900.000000000000000000000000000000,nM
CC(C)CN1C(=O)N(C)C(=O)c2c1nn(Cc3cccc4ccccc34)c2c5ccncc5,426939,,12900.000000000000000000000000000000,nM
COc1ccccc1OC2=COc3cc(O)ccc3C2=O,321904,,12900.000000000000000000000000000000,nM
C[C@@H]1CN(C[C@H](C)O1)c2nc(N3CCOC[C@@H]3C)c4ncc(nc4n2)c5ccccc5,1526000,,12900.000000000000000000000000000000,nM
COc1ccc(cc1CO)c2ccc3c(nc(nc3n2)N4CC[C@@H](O)C4)N5CCOC[C@@H]5C,1526001,,12900.000000000000000000000000000000,nM
CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3cccc(N)c3)N4CCOCC4,1519895,,13200.000000000000000000000000000000,nM
COc1cc(ccc1NC(=O)CN2CCOCC2)c3cccc4C(=O)C=C(Oc34)N5CCOCC5,1068050,,13200.000000000000000000000000000000,nM
Cn1c(ccc1c2ccc3NC(=O)OC(C)(C)c3c2)C#N,109718,,13200.000000000000000000000000000000,nM
CC(=O)Nc1cc(CN2C(=O)N(C(=O)C2(C)C)c3ccc(SC(F)(F)F)cc3)ccn1,1139468,,13200.000000000000000000000000000000,nM
Fc1cccc(F)c1C(=O)N2CCC(CC2)C(=O)c3ccccc3,892209,,13200.000000000000000000000000000000,nM
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)CC(=O)N,346338,,13200.000000000000000000000000000000,nM
Nc1ccccc1NC(=O)c2ccc(CNc3nccc(n3)c4cccnc4)cc2,434834,,13500.000000000000000000000000000000,nM
OC(=O)[C@H](Cc1ccccc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,1425375,,13500.000000000000000000000000000000,nM
CN(c1ccnc(Nc2cccc(c2)S(=O)(=O)C)n1)c3cccc4[nH]ncc34,710646,,13500.000000000000000000000000000000,nM
CN1CCC(CC1)n2cc(cn2)c3cnc(N)c(c3)c4oc5cc(F)ccc5n4,1362984,,13500.000000000000000000000000000000,nM
CCC(=O)Nc1c(C#N)c2nc3ccccc3nc2n1c4ccccc4C,944170,,13500.000000000000000000000000000000,nM
CC1=CC(=O)Oc2cc3NCCCc3cc12,875013,,13800.000000000000000000000000000000,nM
OCCN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,394047,,13800.000000000000000000000000000000,nM
OC1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,437560,,13800.000000000000000000000000000000,nM
Cc1cc(F)ccc1CCC2CCN(CC2)S(=O)(=O)CC3(CCOCC3)N(O)C=O,1151015,,13800.000000000000000000000000000000,nM
CCn1c(SCC(=O)Nc2c(cnn2c3ccccc3)C#N)nnc1c4cccs4,1099499,,14100.000000000000000000000000000000,nM
